evaluator_version,raw_n,validity,unique_valid_n,unique_valid_yield,chemically_sane_fraction,neutral_fraction,strict_flp_n,strict_flp_yield,novel_flp_n,novel_flp_yield,final_candidate_n,final_candidate_yield,novelty_vs_all_seed,novelty_vs_templates,novelty_vs_all_reference,stereo_novelty_vs_all_reference,near_duplicate_095,mean_snn_to_train,internal_diversity,scaffold_novelty_vs_train,fragment_candidate_n,fragment_candidate_yield
2.1.1,3780,1.0,3780,1.0,1.0,1.0,3780,1.0,0,0.0,0,0.0,0.9981481481481481,0.0,0.0,0.0,0.002380952380952381,0.42223588887396796,0.6949015814262185,0.65,1937,0.5124338624338625
