lb_atom,lb_substituent_1,lb_substituent_2,linker,la_substituent_1,la_substituent_2,fragment_tokens,canonical_smiles
P,isopropyl,isopropyl,C1,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C1><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CC(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
P,isopropyl,isopropyl,C2,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C2><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CC(C)P(CCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
P,isopropyl,isopropyl,C3,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C3><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CC(C)P(CCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
P,isopropyl,isopropyl,C4,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C4><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CC(C)P(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
P,isopropyl,isopropyl,C5,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C5><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CC(C)P(CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
P,isopropyl,isopropyl,C6,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C6><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CC(C)P(CCCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)C
N,methyl,methyl,C1,phenyl,phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_phenyl><LA2_phenyl>,CN(C)CB(c1ccccc1)c1ccccc1
N,methyl,methyl,C2,phenyl,phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_phenyl><LA2_phenyl>,CN(C)CCB(c1ccccc1)c1ccccc1
N,methyl,methyl,C3,phenyl,phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_phenyl><LA2_phenyl>,CN(C)CCCB(c1ccccc1)c1ccccc1
N,methyl,methyl,C4,phenyl,phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_phenyl><LA2_phenyl>,CN(C)CCCCB(c1ccccc1)c1ccccc1
N,methyl,methyl,C5,phenyl,phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_phenyl><LA2_phenyl>,CN(C)CCCCCB(c1ccccc1)c1ccccc1
N,methyl,methyl,C6,phenyl,phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_phenyl><LA2_phenyl>,CN(C)CCCCCCB(c1ccccc1)c1ccccc1
N,methyl,methyl,C1,phenyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CN(C)C)c2ccccc2)cc1
N,methyl,methyl,C2,phenyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCN(C)C)c2ccccc2)cc1
N,methyl,methyl,C3,phenyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCN(C)C)c2ccccc2)cc1
N,methyl,methyl,C4,phenyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCCN(C)C)c2ccccc2)cc1
N,methyl,methyl,C5,phenyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCN(C)C)c2ccccc2)cc1
N,methyl,methyl,C6,phenyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCCN(C)C)c2ccccc2)cc1
N,methyl,methyl,C1,phenyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CN(C)C)c2ccccc2)c(C)c1
N,methyl,methyl,C2,phenyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCN(C)C)c2ccccc2)c(C)c1
N,methyl,methyl,C3,phenyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCN(C)C)c2ccccc2)c(C)c1
N,methyl,methyl,C4,phenyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCCN(C)C)c2ccccc2)c(C)c1
N,methyl,methyl,C5,phenyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCCCN(C)C)c2ccccc2)c(C)c1
N,methyl,methyl,C6,phenyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCCCCN(C)C)c2ccccc2)c(C)c1
N,methyl,methyl,C1,phenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_phenyl><LA2_pentafluorophenyl>,CN(C)CB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C2,phenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_phenyl><LA2_pentafluorophenyl>,CN(C)CCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C3,phenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_phenyl><LA2_pentafluorophenyl>,CN(C)CCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C4,phenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_phenyl><LA2_pentafluorophenyl>,CN(C)CCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C5,phenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_phenyl><LA2_pentafluorophenyl>,CN(C)CCCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C6,phenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_phenyl><LA2_pentafluorophenyl>,CN(C)CCCCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C1,phenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_phenyl><LA2_pentachlorophenyl>,CN(C)CB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
N,methyl,methyl,C2,phenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_phenyl><LA2_pentachlorophenyl>,CN(C)CCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
N,methyl,methyl,C3,phenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_phenyl><LA2_pentachlorophenyl>,CN(C)CCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
N,methyl,methyl,C4,phenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_phenyl><LA2_pentachlorophenyl>,CN(C)CCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
N,methyl,methyl,C5,phenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_phenyl><LA2_pentachlorophenyl>,CN(C)CCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
N,methyl,methyl,C6,phenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_phenyl><LA2_pentachlorophenyl>,CN(C)CCCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
N,methyl,methyl,C1,phenyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_phenyl><LA2_bis_cf3_phenyl>,CN(C)CB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
N,methyl,methyl,C2,phenyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_phenyl><LA2_bis_cf3_phenyl>,CN(C)CCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
N,methyl,methyl,C3,phenyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_phenyl><LA2_bis_cf3_phenyl>,CN(C)CCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
N,methyl,methyl,C4,phenyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_phenyl><LA2_bis_cf3_phenyl>,CN(C)CCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
N,methyl,methyl,C5,phenyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_phenyl><LA2_bis_cf3_phenyl>,CN(C)CCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
N,methyl,methyl,C6,phenyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_phenyl><LA2_bis_cf3_phenyl>,CN(C)CCCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
N,methyl,methyl,C1,p_tolyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CN(C)C)c2ccc(C)cc2)cc1
N,methyl,methyl,C2,p_tolyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCN(C)C)c2ccc(C)cc2)cc1
N,methyl,methyl,C3,p_tolyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCN(C)C)c2ccc(C)cc2)cc1
N,methyl,methyl,C4,p_tolyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCCN(C)C)c2ccc(C)cc2)cc1
N,methyl,methyl,C5,p_tolyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCN(C)C)c2ccc(C)cc2)cc1
N,methyl,methyl,C6,p_tolyl,p_tolyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCCN(C)C)c2ccc(C)cc2)cc1
N,methyl,methyl,C1,p_tolyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CN(C)C)c2c(C)cc(C)cc2C)cc1
N,methyl,methyl,C2,p_tolyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCN(C)C)c2c(C)cc(C)cc2C)cc1
N,methyl,methyl,C3,p_tolyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCN(C)C)c2c(C)cc(C)cc2C)cc1
N,methyl,methyl,C4,p_tolyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCCN(C)C)c2c(C)cc(C)cc2C)cc1
N,methyl,methyl,C5,p_tolyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCCCN(C)C)c2c(C)cc(C)cc2C)cc1
N,methyl,methyl,C6,p_tolyl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCCCCN(C)C)c2c(C)cc(C)cc2C)cc1
N,methyl,methyl,C1,p_tolyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CN(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1
N,methyl,methyl,C2,p_tolyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCN(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1
N,methyl,methyl,C3,p_tolyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCCN(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1
N,methyl,methyl,C4,p_tolyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCCCN(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1
N,methyl,methyl,C5,p_tolyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCCCCN(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1
N,methyl,methyl,C6,p_tolyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_p_tolyl><LA2_pentafluorophenyl>,Cc1ccc(B(CCCCCCN(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1
N,methyl,methyl,C1,p_tolyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
N,methyl,methyl,C2,p_tolyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
N,methyl,methyl,C3,p_tolyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
N,methyl,methyl,C4,p_tolyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCCCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
N,methyl,methyl,C5,p_tolyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCCCCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
N,methyl,methyl,C6,p_tolyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCCCCCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
N,methyl,methyl,C1,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_p_tolyl><LA2_bis_cf3_phenyl>,Cc1ccc(B(CN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
N,methyl,methyl,C2,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_p_tolyl><LA2_bis_cf3_phenyl>,Cc1ccc(B(CCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
N,methyl,methyl,C3,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_p_tolyl><LA2_bis_cf3_phenyl>,Cc1ccc(B(CCCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
N,methyl,methyl,C4,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_p_tolyl><LA2_bis_cf3_phenyl>,Cc1ccc(B(CCCCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
N,methyl,methyl,C5,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_p_tolyl><LA2_bis_cf3_phenyl>,Cc1ccc(B(CCCCCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
N,methyl,methyl,C6,p_tolyl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_p_tolyl><LA2_bis_cf3_phenyl>,Cc1ccc(B(CCCCCCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
N,methyl,methyl,C1,mesityl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_mesityl><LA2_mesityl>,Cc1cc(C)c(B(CN(C)C)c2c(C)cc(C)cc2C)c(C)c1
N,methyl,methyl,C2,mesityl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_mesityl><LA2_mesityl>,Cc1cc(C)c(B(CCN(C)C)c2c(C)cc(C)cc2C)c(C)c1
N,methyl,methyl,C3,mesityl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_mesityl><LA2_mesityl>,Cc1cc(C)c(B(CCCN(C)C)c2c(C)cc(C)cc2C)c(C)c1
N,methyl,methyl,C4,mesityl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_mesityl><LA2_mesityl>,Cc1cc(C)c(B(CCCCN(C)C)c2c(C)cc(C)cc2C)c(C)c1
N,methyl,methyl,C5,mesityl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_mesityl><LA2_mesityl>,Cc1cc(C)c(B(CCCCCN(C)C)c2c(C)cc(C)cc2C)c(C)c1
N,methyl,methyl,C6,mesityl,mesityl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_mesityl><LA2_mesityl>,Cc1cc(C)c(B(CCCCCCN(C)C)c2c(C)cc(C)cc2C)c(C)c1
N,methyl,methyl,C1,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CN(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1
N,methyl,methyl,C2,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCN(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1
N,methyl,methyl,C3,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCCN(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1
N,methyl,methyl,C4,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCCCN(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1
N,methyl,methyl,C5,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCCCCN(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1
N,methyl,methyl,C6,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCCCCCN(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1
N,methyl,methyl,C1,mesityl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1
N,methyl,methyl,C2,mesityl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1
N,methyl,methyl,C3,mesityl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1
N,methyl,methyl,C4,mesityl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1
N,methyl,methyl,C5,mesityl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCCCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1
N,methyl,methyl,C6,mesityl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCCCCN(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1
N,methyl,methyl,C1,mesityl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_mesityl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(B(CN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1
N,methyl,methyl,C2,mesityl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_mesityl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(B(CCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1
N,methyl,methyl,C3,mesityl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_mesityl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(B(CCCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1
N,methyl,methyl,C4,mesityl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_mesityl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(B(CCCCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1
N,methyl,methyl,C5,mesityl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_mesityl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(B(CCCCCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1
N,methyl,methyl,C6,mesityl,bis_cf3_phenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_mesityl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(B(CCCCCCN(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1
N,methyl,methyl,C1,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CN(C)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C2,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CN(C)CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C3,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CN(C)CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C4,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C4><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CN(C)CCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C5,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C5><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CN(C)CCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C6,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C6><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CN(C)CCCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
N,methyl,methyl,C1,pentafluorophenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C1><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CN(C)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
N,methyl,methyl,C2,pentafluorophenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C2><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CN(C)CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
N,methyl,methyl,C3,pentafluorophenyl,pentachlorophenyl,<LB_N><LB1_methyl><LB2_methyl><LINKER_C3><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CN(C)CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
