lb_atom,lb_substituent_1,lb_substituent_2,linker,la_substituent_1,la_substituent_2,fragment_tokens,raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,is_unique_valid,generation_count,snn_to_train,novel_vs_train,novel_vs_all_seed,novel_vs_templates,novel_vs_all_reference,stereo_novel_vs_train,stereo_novel_vs_all_reference,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,no_negative_flags,is_strict_flp_like,is_novel_flp_like,is_final_candidate,is_fragment_candidate
P,phenyl,phenyl,C1,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_phenyl><LA2_phenyl>,c1ccc(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,c1ccc(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,c1ccc(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.40540540540540543,True,True,False,False,True,False,True,[],0,27,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True
P,phenyl,phenyl,C2,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_phenyl><LA2_phenyl>,c1ccc(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,c1ccc(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,c1ccc(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.4722222222222222,True,True,False,False,True,False,True,[],0,28,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True
P,phenyl,phenyl,C3,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_phenyl><LA2_phenyl>,c1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,c1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,c1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.5714285714285714,True,True,False,False,True,False,True,[],0,29,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True
P,phenyl,phenyl,C4,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_phenyl><LA2_phenyl>,c1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,c1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,c1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.6470588235294118,True,True,False,False,True,False,True,[],0,30,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True
P,phenyl,phenyl,C5,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_phenyl><LA2_phenyl>,c1ccc(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,c1ccc(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,c1ccc(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.6285714285714286,True,True,False,False,True,False,True,[],0,31,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True
P,phenyl,phenyl,C6,phenyl,phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_phenyl><LA2_phenyl>,c1ccc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,c1ccc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,c1ccc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.6285714285714286,True,True,False,False,True,False,True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True
P,phenyl,phenyl,C1,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,Cc1ccc(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Cc1ccc(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.38095238095238093,True,True,False,False,True,False,True,[],0,28,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,False
P,phenyl,phenyl,C2,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,Cc1ccc(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Cc1ccc(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.40476190476190477,True,True,False,False,True,False,True,[],0,29,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True
P,phenyl,phenyl,C3,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,Cc1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Cc1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.4878048780487805,True,True,False,False,True,False,True,[],0,30,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True
P,phenyl,phenyl,C4,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,Cc1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Cc1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.55,True,True,False,False,True,False,True,[],0,31,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True
P,phenyl,phenyl,C5,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,Cc1ccc(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Cc1ccc(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.5365853658536586,True,True,False,False,True,False,True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True
P,phenyl,phenyl,C6,phenyl,p_tolyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_phenyl><LA2_p_tolyl>,Cc1ccc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,True,Cc1ccc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Cc1ccc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[],True,1,0.5365853658536586,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True
P,phenyl,phenyl,C1,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,True,Cc1cc(C)c(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,Cc1cc(C)c(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,[],True,1,0.3877551020408163,True,True,False,False,True,False,True,[],0,30,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,False
P,phenyl,phenyl,C2,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,True,Cc1cc(C)c(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,Cc1cc(C)c(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,[],True,1,0.4318181818181818,True,True,False,False,True,False,True,[],0,31,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True
P,phenyl,phenyl,C3,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,True,Cc1cc(C)c(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,Cc1cc(C)c(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,[],True,1,0.4772727272727273,True,True,False,False,True,False,True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True
P,phenyl,phenyl,C4,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,True,Cc1cc(C)c(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,Cc1cc(C)c(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,[],True,1,0.5348837209302325,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True
P,phenyl,phenyl,C5,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,True,Cc1cc(C)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,Cc1cc(C)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,[],True,1,0.5227272727272727,True,True,False,False,True,False,True,[],0,34,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True
P,phenyl,phenyl,C6,phenyl,mesityl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_phenyl><LA2_mesityl>,Cc1cc(C)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,True,Cc1cc(C)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,Cc1cc(C)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(C)c1,[],True,1,0.5227272727272727,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True
P,phenyl,phenyl,C1,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_phenyl><LA2_pentafluorophenyl>,Fc1c(F)c(F)c(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,True,Fc1c(F)c(F)c(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,[],True,1,0.5675675675675675,True,True,False,False,True,False,True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True
P,phenyl,phenyl,C2,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_phenyl><LA2_pentafluorophenyl>,Fc1c(F)c(F)c(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,True,Fc1c(F)c(F)c(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,[],True,1,0.6666666666666666,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True
P,phenyl,phenyl,C3,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_phenyl><LA2_pentafluorophenyl>,Fc1c(F)c(F)c(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,True,Fc1c(F)c(F)c(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,[],True,1,0.7714285714285715,True,True,False,False,True,False,True,[],0,34,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True
P,phenyl,phenyl,C4,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_phenyl><LA2_pentafluorophenyl>,Fc1c(F)c(F)c(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,True,Fc1c(F)c(F)c(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,[],True,1,0.8529411764705882,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True
P,phenyl,phenyl,C5,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_phenyl><LA2_pentafluorophenyl>,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,True,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,[],True,1,0.8285714285714286,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True
P,phenyl,phenyl,C6,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_phenyl><LA2_pentafluorophenyl>,Fc1c(F)c(F)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,True,Fc1c(F)c(F)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(F)c1F,[],True,1,0.8285714285714286,True,True,False,False,True,False,True,[],0,37,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True
P,phenyl,phenyl,C1,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_phenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,[],True,1,0.5263157894736842,True,True,False,False,True,False,True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True
P,phenyl,phenyl,C2,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_phenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,[],True,1,0.6176470588235294,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True
P,phenyl,phenyl,C3,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_phenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,[],True,1,0.5405405405405406,True,True,False,False,True,False,True,[],0,34,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True
P,phenyl,phenyl,C4,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_phenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,[],True,1,0.5897435897435898,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True
P,phenyl,phenyl,C5,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_phenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,[],True,1,0.575,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True
P,phenyl,phenyl,C6,phenyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_phenyl><LA2_pentachlorophenyl>,Clc1c(Cl)c(Cl)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,True,Clc1c(Cl)c(Cl)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)c(Cl)c1Cl,[],True,1,0.575,True,True,False,False,True,False,True,[],0,37,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True
P,phenyl,phenyl,C1,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,[],True,1,0.5128205128205128,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True
P,phenyl,phenyl,C2,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C2><LA1_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,[],True,1,0.4186046511627907,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True
P,phenyl,phenyl,C3,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,[],True,1,0.4666666666666667,True,True,False,False,True,False,True,[],0,37,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True
P,phenyl,phenyl,C4,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C4><LA1_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,[],True,1,0.5227272727272727,True,True,False,False,True,False,True,[],0,38,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True
P,phenyl,phenyl,C5,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C5><LA1_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,[],True,1,0.5111111111111111,True,True,False,False,True,False,True,[],0,39,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True
P,phenyl,phenyl,C6,phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C6><LA1_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CCCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,[],True,1,0.5111111111111111,True,True,False,False,True,False,True,[],0,40,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True
P,phenyl,phenyl,C1,p_tolyl,p_tolyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CP(c2ccccc2)c2ccccc2)c2ccc(C)cc2)cc1,True,Cc1ccc(B(CP(c2ccccc2)c2ccccc2)c2ccc(C)cc2)cc1,Cc1ccc(B(CP(c2ccccc2)c2ccccc2)c2ccc(C)cc2)cc1,[],True,1,0.3902439024390244,True,True,False,False,True,False,True,[],0,29,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,False
