reference_index,smiles,canonical_smiles,curation_status,parse_ok,canonical_roundtrip_ok,canonical_audit,molecular_formula,molecular_weight,heavy_atoms,components,formal_charge,radical_electrons,stereocenters,elements,B,P,N,Al,Si,canonical_match
216,CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,keep,True,True,CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,C24H18BF10N,521.207,36,1,0,0,1,B;C;F;N,1,0,1,0,0,True
217,CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,keep,True,True,CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,C24H18BCl10N,685.757,36,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
218,CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,keep,True,True,CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,C27H24BF10N,563.288,39,1,0,0,1,B;C;F;N,1,0,1,0,0,True
219,CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,keep,True,True,CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,C27H24BCl10N,727.838,39,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
220,CC(C)(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)N1CCCCC1,CC(C)(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)N1CCCCC1,keep,True,True,CC(C)(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)N1CCCCC1,C27H22BF10N,561.272,39,1,0,0,1,B;C;F;N,1,0,1,0,0,True
221,CC(C)(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)N1CCCCC1,CC(C)(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)N1CCCCC1,keep,True,True,CC(C)(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)N1CCCCC1,C27H22BCl10N,725.822,39,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
222,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep,True,True,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,C30H28BF10N,603.353,42,1,0,0,1,B;C;F;N,1,0,1,0,0,True
223,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep,True,True,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,C30H28BCl10N,767.903,42,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
224,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCCC2)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCCC2)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCCC2)c(F)c1F,C23H20BF10N,511.212,35,1,0,0,2,B;C;F;N,1,0,1,0,0,True
225,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCCC2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCCC2)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCCC2)c(Cl)c1Cl,C23H20BCl10N,675.762,35,1,0,0,2,B;C;Cl;N,1,0,1,0,0,True
226,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCC2)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCC2)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCCC2N2CCCC2)c(F)c1F,C22H18BF10N,497.185,34,1,0,0,2,B;C;F;N,1,0,1,0,0,True
227,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCC2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCC2)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCCC2N2CCCC2)c(Cl)c1Cl,C22H18BCl10N,661.735,34,1,0,0,2,B;C;Cl;N,1,0,1,0,0,True
228,CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)C2(C)C,CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)C2(C)C,keep,True,True,CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)C2(C)C,C38H28BF10N,699.441,50,1,0,0,1,B;C;F;N,1,0,1,0,0,True
229,CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)C2(C)C,CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)C2(C)C,keep,True,True,CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)C2(C)C,C38H28BCl10N,863.991,50,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
230,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3c(C(C)C)cccc3C2(C)C)c(C)c1,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3c(C(C)C)cccc3C2(C)C)c(C)c1,keep,True,True,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3c(C(C)C)cccc3C2(C)C)c(C)c1,C41H34BF10N,741.522,53,1,0,0,1,B;C;F;N,1,0,1,0,0,True
231,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(C(C)C)cccc3C2(C)C)c(C)c1,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(C(C)C)cccc3C2(C)C)c(C)c1,keep,True,True,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(C(C)C)cccc3C2(C)C)c(C)c1,C41H34BCl10N,906.072,53,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
232,CN(C)c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CN(C)c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CN(C)c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C20H10BF10N,465.099,32,1,0,0,0,B;C;F;N,1,0,1,0,0,True
233,CN(C)c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CN(C)c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CN(C)c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C20H10BCl10N,629.649,32,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
234,Cc1cc(C)c(B(c2ccccc2N(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(c2ccccc2N(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(B(c2ccccc2N(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,C42H48BN,577.665,44,1,0,0,0,B;C;N,1,0,1,0,0,True
235,c1ccc(B(c2ccccc2)c2ccccc2N(c2ccccc2)c2ccccc2)cc1,c1ccc(B(c2ccccc2)c2ccccc2N(c2ccccc2)c2ccccc2)cc1,keep,True,True,c1ccc(B(c2ccccc2)c2ccccc2N(c2ccccc2)c2ccccc2)cc1,C30H24BN,409.341,32,1,0,0,0,B;C;N,1,0,1,0,0,True
236,Cc1cc(C)c(N(c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(N(c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(N(c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c2c(C)cc(C)cc2C)c(C)c1,C42H48BN,577.665,44,1,0,0,0,B;C;N,1,0,1,0,0,True
237,Cc1cc(C)c(N(c2ccccc2)c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c(C)c1,Cc1cc(C)c(N(c2ccccc2)c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c(C)c1,keep,True,True,Cc1cc(C)c(N(c2ccccc2)c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c(C)c1,C39H42BN,535.584,41,1,0,0,0,B;C;N,1,0,1,0,0,True
238,CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C26H24BF10N,551.277,38,1,0,0,4,B;C;F;N,1,0,1,0,0,True
239,CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CC1(C)C2CCC1C(N1CCCCC1)C2B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C26H24BCl10N,715.827,38,1,0,0,4,B;C;Cl;N,1,0,1,0,0,True
240,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCC2N2CCCCC2)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCC2N2CCCCC2)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCC2N2CCCCC2)c(F)c1F,C22H18BF10N,497.185,34,1,0,0,2,B;C;F;N,1,0,1,0,0,True
241,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCC2N2CCCCC2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCC2N2CCCCC2)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCC2N2CCCCC2)c(Cl)c1Cl,C22H18BCl10N,661.735,34,1,0,0,2,B;C;Cl;N,1,0,1,0,0,True
242,CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C27H22BF10NO,577.271,40,1,0,0,0,B;C;F;N;O,1,0,1,0,0,True
243,CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CC1(C)COCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C27H22BCl10NO,741.821,40,1,0,0,0,B;C;Cl;N;O,1,0,1,0,0,True
244,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C1c1ccccc1,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C1c1ccccc1,keep,True,True,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C1c1ccccc1,C35H22BF10N,657.36,47,1,0,0,1,B;C;F;N,1,0,1,0,0,True
245,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C1c1ccccc1,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C1c1ccccc1,keep,True,True,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C1c1ccccc1,C35H22BCl10N,821.91,47,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
246,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3ccccc3C2(C)C)c(C)c1,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3ccccc3C2(C)C)c(C)c1,keep,True,True,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3ccccc3C2(C)C)c(C)c1,C38H28BF10N,699.441,50,1,0,0,1,B;C;F;N,1,0,1,0,0,True
247,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccccc3C2(C)C)c(C)c1,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccccc3C2(C)C)c(C)c1,keep,True,True,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccccc3C2(C)C)c(C)c1,C38H28BCl10N,863.991,50,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
248,CC1CC(C)(C)N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,CC1CC(C)(C)N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,keep,True,True,CC1CC(C)(C)N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,C31H22BF10N,609.316,43,1,0,0,1,B;C;F;N,1,0,1,0,0,True
249,CC1CC(C)(C)N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,CC1CC(C)(C)N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,keep,True,True,CC1CC(C)(C)N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,C31H22BCl10N,773.866,43,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
250,CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2(c2ccccc2)C1,CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2(c2ccccc2)C1,keep,True,True,CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2(c2ccccc2)C1,C41H32BF10N,739.506,53,1,0,0,3,B;C;F;N,1,0,1,0,0,True
251,CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2(c2ccccc2)C1,CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2(c2ccccc2)C1,keep,True,True,CC(C)C1CCC2(C)c3ccccc3N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2(c2ccccc2)C1,C41H32BCl10N,904.056,53,1,0,0,3,B;C;Cl;N,1,0,1,0,0,True
252,Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep,True,True,Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,C44H38BF10N,781.587,56,1,0,0,3,B;C;F;N,1,0,1,0,0,True
253,Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep,True,True,Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,C44H38BCl10N,946.137,56,1,0,0,3,B;C;Cl;N,1,0,1,0,0,True
254,CC1(C)CCCC(C)(C)N1c1ccccc1B1C2CCCC1CCC2,CC1(C)CCCC(C)(C)N1c1ccccc1B1C2CCCC1CCC2,keep,True,True,CC1(C)CCCC(C)(C)N1c1ccccc1B1C2CCCC1CCC2,C23H36BN,337.36,25,1,0,0,0,B;C;N,1,0,1,0,0,True
255,CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)ccc2ccccc12,CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)ccc2ccccc12,keep,True,True,CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)ccc2ccccc12,C36H22BF10N,669.371,48,1,0,0,0,B;C;F;N,1,0,1,0,0,True
256,CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)ccc2ccccc12,CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)ccc2ccccc12,keep,True,True,CC(C)N(C)c1ccc2ccccc2c1-c1c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)ccc2ccccc12,C36H22BCl10N,833.921,48,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
257,Cc1cccc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,Cc1cccc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep,True,True,Cc1cccc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,C19H8BF10N,451.072,31,1,0,0,0,B;C;F;N,1,0,1,0,0,True
258,Cc1cccc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,Cc1cccc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep,True,True,Cc1cccc(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,C19H8BCl10N,615.622,31,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
259,Fc1c(F)c(F)c(B(Cc2ccccn2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(Cc2ccccn2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(Cc2ccccn2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C18H6BF10N,437.045,30,1,0,0,0,B;C;F;N,1,0,1,0,0,True
260,Clc1c(Cl)c(Cl)c(B(Cc2ccccn2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(Cc2ccccn2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(Cc2ccccn2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C18H6BCl10N,601.595,30,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
261,Cc1cc(N(C)C)cc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,Cc1cc(N(C)C)cc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep,True,True,Cc1cc(N(C)C)cc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,C21H13BF10N2,494.141,34,1,0,0,0,B;C;F;N,1,0,2,0,0,True
