fraction,training_seed,validity,unique_valid_yield,chemically_sane_fraction,neutral_fraction,strict_flp_yield,novel_flp_yield,final_candidate_yield,near_duplicate_095,mean_snn_to_train,internal_diversity,scaffold_novelty_vs_train
25,11,0.9659999999999999,0.9486666666666667,0.8875823337748344,0.9082888583591274,0.07166666666666667,0.057999999999999996,0.024000000000000004,0.013356633612077352,0.19782352620200375,0.9080216987657383,0.9623997386742484
25,22,0.9623333333333334,0.8513333333333333,0.8928055052151164,0.901730796850758,0.11533333333333333,0.084,0.043000000000000003,0.0344865835917686,0.2512779433096505,0.9124432498081374,0.9145840274632095
25,33,0.9886666666666667,0.45999999999999996,0.9219026197973567,0.9212171454276717,0.14466666666666667,0.09533333333333333,0.06733333333333334,0.10153589100957522,0.3787754611028345,0.8991165761243792,0.807477984203904
