smiles,canonical_smiles,curation_status
CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(C(C)(C)C)C(C)(C)C,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(C(C)(C)C)C(C)(C)C,keep
Cc1cc(C)c(P(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(P(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep
Cc1cc(C)c(P(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(P(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep
Fc1c(F)c(F)c(B(CCP(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(CCP(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(CCP(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CCP(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(B(c2ccccc2P(C2CCCCC2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(c2ccccc2P(C2CCCCC2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,keep
c1ccc(B(c2ccccc2)c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,c1ccc(B(c2ccccc2)c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,keep
Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,keep
c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,keep
Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,keep
Fc1c(F)c(F)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(P(Bc2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(Bc2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,keep
FC(F)(F)c1cc(C(F)(F)F)c(BP(c2ccccc2)c2ccccc2)c(C(F)(F)F)c1,FC(F)(F)c1cc(C(F)(F)F)c(BP(c2ccccc2)c2ccccc2)c(C(F)(F)F)c1,keep
Cc1cc(C)c(P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)c(C)c1,Cc1cc(C)c(P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)c(C)c1,keep
Cc1cc(C)c(P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)c(C)c1,Cc1cc(C)c(P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)c(C)c1,keep
CC1B(c2c(F)c(F)c(F)c(F)c2F)CCP1c1ccccc1,CC1B(c2c(F)c(F)c(F)c(F)c2F)CCP1c1ccccc1,keep
CC1B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCP1c1ccccc1,CC1B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)CCP1c1ccccc1,keep
Cc1cc(C)c(C(=C2B(c3c(F)c(F)c(F)c(F)c3F)C(c3c(F)c(F)c(F)c(F)c3F)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(C(=C2B(c3c(F)c(F)c(F)c(F)c3F)C(c3c(F)c(F)c(F)c(F)c3F)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep
Cc1cc(C)c(C(=C2B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(C(=C2B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)=C([Si](C)(C)C)c3ccccc32)P(c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep
C[Si](C)(C)C1=C(c2c(F)c(F)c(F)c(F)c2F)B(c2c(F)c(F)c(F)c(F)c2F)C(=C(c2ccccc2)P(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,C[Si](C)(C)C1=C(c2c(F)c(F)c(F)c(F)c2F)B(c2c(F)c(F)c(F)c(F)c2F)C(=C(c2ccccc2)P(c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,keep
C[Si](C)(C)C1=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(=C(c2ccccc2)P(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,C[Si](C)(C)C1=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C(=C(c2ccccc2)P(c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,keep
Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep
Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(PC(=CC(C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep
CC(C)(C)C=C(Pc1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC(C)(C)C=C(Pc1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC(C)(C)C=C(Pc1ccccc1)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)(C)C=C(Pc1ccccc1)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
CC(C)(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,CC(C)(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,keep
CC(C)(C)P(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,CC(C)(C)P(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,keep
Fc1c(F)c(F)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(-c2cc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,Cc1cc(C)c(-c2cc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,keep
Cc1cc(C)c(-c2cc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,Cc1cc(C)c(-c2cc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,keep
Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,keep
Fc1c(F)c(F)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(C2C=C(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,Cc1cc(C)c(C2C=C(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,keep
Cc1cc(C)c(C2C=C(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,Cc1cc(C)c(C2C=C(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,keep
C=CP(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,C=CP(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,keep
C=CP(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,C=CP(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,keep
CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)C(CC)(CC)CC1(CC)CC,CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)C(CC)(CC)CC1(CC)CC,keep
CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)C(CC)(CC)CC1(CC)CC,CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)C(CC)(CC)CC1(CC)CC,keep
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2)c(C)c1,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2)c(C)c1,keep
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2)c(C)c1,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2)c(C)c1,keep
Cc1cc(C)c(BC=C(P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)[Si](C)(C)C)c(C)c1,Cc1cc(C)c(BC=C(P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)[Si](C)(C)C)c(C)c1,keep
C[Si](C)(C)C(=CBc1ccccc1)P(c1ccccc1)c1ccccc1,C[Si](C)(C)C(=CBc1ccccc1)P(c1ccccc1)c1ccccc1,keep
Fc1c(F)c(F)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(N(c2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(N(c2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(N(c2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(N(c2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,keep
CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
Cc1cccc(C)c1B(c1c(C)cccc1C)C1CCCCN1,Cc1cccc(C)c1B(c1c(C)cccc1C)C1CCCCN1,keep
CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep
CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep
CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,keep
CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,keep
CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,keep
CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,keep
Fc1c(F)c(F)c(B(CC(c2ccccc2)N2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(CC(c2ccccc2)N2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(CC(c2ccccc2)N2CCCCC2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CC(c2ccccc2)N2CCCCC2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(C(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)N2CCCCC2)c(C)c1,Cc1cc(C)c(C(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)N2CCCCC2)c(C)c1,keep
Cc1cc(C)c(C(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)N2CCCCC2)c(C)c1,Cc1cc(C)c(C(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)N2CCCCC2)c(C)c1,keep
CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,keep
CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,keep
CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,CCN(CC)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,keep
CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,CCN(CC)C(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,keep
CC(C)(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)N1CCCCC1,CC(C)(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(c1ccccc1)N1CCCCC1,keep
CC(C)(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)N1CCCCC1,CC(C)(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)N1CCCCC1,keep
Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep
