smiles,canonical_smiles,curation_status
Clc1c(Cl)c(Cl)c(B(C(=Cc2ccccc2)P(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(C(=Cc2ccccc2)P(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(C=C(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)P(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(C=C(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)P(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep
Cc1cc(C)c(C=C(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)P(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(C=C(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)P(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep
CC(=C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)P(c1ccccc1)c1ccccc1,CC(=C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)P(c1ccccc1)c1ccccc1,keep
CC(=C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)P(c1ccccc1)c1ccccc1,CC(=C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)P(c1ccccc1)c1ccccc1,keep
CC(=C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,CC(=C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,keep
CC(=C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,CC(=C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,keep
CCCC(=C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)P(c1ccccc1)c1ccccc1,CCCC(=C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)P(c1ccccc1)c1ccccc1,keep
CCCC(=C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)P(c1ccccc1)c1ccccc1,CCCC(=C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)P(c1ccccc1)c1ccccc1,keep
CCCC(=C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,CCCC(=C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,keep
CCCC(=C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,CCCC(=C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)C2CC(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3ccccc32)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)C2CC(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3ccccc32)c(C)c1,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)C2CC(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccccc32)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)C2CC(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccccc32)c(C)c1,keep
Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CC(P(c3ccccc3)c3ccccc3)c3ccccc32)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CC(P(c3ccccc3)c3ccccc3)c3ccccc32)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CC(P(c3ccccc3)c3ccccc3)c3ccccc32)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CC(P(c3ccccc3)c3ccccc3)c3ccccc32)c(Cl)c1Cl,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2cccc3c2oc2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc23)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2cccc3c2oc2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc23)c(C)c1,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2cccc3c2oc2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc23)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2cccc3c2oc2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc23)c(C)c1,keep
Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2cccc3c2oc2c(P(c4ccccc4)c4ccccc4)cccc23)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2cccc3c2oc2c(P(c4ccccc4)c4ccccc4)cccc23)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2cccc3c2oc2c(P(c4ccccc4)c4ccccc4)cccc23)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2cccc3c2oc2c(P(c4ccccc4)c4ccccc4)cccc23)c(Cl)c1Cl,keep
Cc1cc(C)c(P(c2cccc3c2Oc2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc2C3(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(c2cccc3c2Oc2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc2C3(C)C)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(P(c2cccc3c2Oc2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc2C3(C)C)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(c2cccc3c2Oc2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc2C3(C)C)c2c(C)cc(C)cc2C)c(C)c1,keep
CC1(C)c2cccc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CC1(C)c2cccc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,keep
CC1(C)c2cccc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,CC1(C)c2cccc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,keep
CC(C)P(c1cccc2c1Oc1c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cccc1C2(C)C)C(C)C,CC(C)P(c1cccc2c1Oc1c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cccc1C2(C)C)C(C)C,keep
CC(C)P(c1cccc2c1Oc1c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cccc1C2(C)C)C(C)C,CC(C)P(c1cccc2c1Oc1c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cccc1C2(C)C)C(C)C,keep
CC=C(CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC=C(CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC=C(CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC=C(CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
CC=C(CP(c1ccccc1)c1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC=C(CP(c1ccccc1)c1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC=C(CP(c1ccccc1)c1ccccc1)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC=C(CP(c1ccccc1)c1ccccc1)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(P(CC(=C[Si](C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CC(=C[Si](C)(C)C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(P(CC(=C[Si](C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CC(=C[Si](C)(C)C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,keep
C[Si](C)(C)C=C(CP(c1ccccc1)c1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C[Si](C)(C)C=C(CP(c1ccccc1)c1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
C[Si](C)(C)C=C(CP(c1ccccc1)c1ccccc1)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C[Si](C)(C)C=C(CP(c1ccccc1)c1ccccc1)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
COB(OC)c1ccccc1P(c1ccccc1)c1ccccc1,COB(OC)c1ccccc1P(c1ccccc1)c1ccccc1,keep
COB(OC)c1ccccc1P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,COB(OC)c1ccccc1P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,keep
CC1(C)OB(c2ccccc2P(c2ccccc2)c2ccccc2)OC1(C)C,CC1(C)OB(c2ccccc2P(c2ccccc2)c2ccccc2)OC1(C)C,keep
Cc1cc(C)c(P(c2ccccc2B2OC(C)(C)C(C)(C)O2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(c2ccccc2B2OC(C)(C)C(C)(C)O2)c2c(C)cc(C)cc2C)c(C)c1,keep
CC1(C)COB(c2ccccc2P(c2ccccc2)c2ccccc2)OC1,CC1(C)COB(c2ccccc2P(c2ccccc2)c2ccccc2)OC1,keep
Cc1cc(C)c(P(c2ccccc2B2OCC(C)(C)CO2)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(c2ccccc2B2OCC(C)(C)CO2)c2c(C)cc(C)cc2C)c(C)c1,keep
COB(OC)c1ccccc1P(C(C)C)C(C)C,COB(OC)c1ccccc1P(C(C)C)C(C)C,keep
CC(C)P(c1ccccc1B1Oc2ccccc2O1)C(C)C,CC(C)P(c1ccccc1B1Oc2ccccc2O1)C(C)C,keep
CC(C)P(c1ccccc1B1OC(C)(C)C(C)(C)O1)C(C)C,CC(C)P(c1ccccc1B1OC(C)(C)C(C)(C)O1)C(C)C,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)C2CCCC2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)C2CCCC2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)C2CCCC2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)C2CCCC2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep
Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCC2P(c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2CCCC2P(c2ccccc2)c2ccccc2)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCC2P(c2ccccc2)c2ccccc2)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C2CCCC2P(c2ccccc2)c2ccccc2)c(Cl)c1Cl,keep
Cc1cc(C)c(P(CC(C)CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CC(C)CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(P(CC(C)CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CC(C)CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,keep
CC(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1ccccc1)c1ccccc1,CC(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1ccccc1)c1ccccc1,keep
CC(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1ccccc1)c1ccccc1,CC(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1ccccc1)c1ccccc1,keep
Cc1cc(C)c(P(CCCCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CCCCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(P(CCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,keep
Fc1c(F)c(F)c(B(CCCCP(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(CCCCP(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep
Clc1c(Cl)c(Cl)c(B(CCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CCCCP(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(P(CCC(C)CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CCC(C)CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,keep
Cc1cc(C)c(P(CCC(C)CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CCC(C)CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,keep
CC(CCP(c1ccccc1)c1ccccc1)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC(CCP(c1ccccc1)c1ccccc1)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep
CC(CCP(c1ccccc1)c1ccccc1)CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(CCP(c1ccccc1)c1ccccc1)CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(C(C)(C)C)cc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(C(C)(C)C)cc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(C(C)(C)C)cc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(C(C)(C)C)cc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep
Cc1cc(C(C)(C)C)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,Cc1cc(C(C)(C)C)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,keep
Cc1cc(C(C)(C)C)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,Cc1cc(C(C)(C)C)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,keep
Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,keep
Cc1cc(-c2ccccc2)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,Cc1cc(-c2ccccc2)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,keep
Cc1cc(-c2ccccc2)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,Cc1cc(-c2ccccc2)cc(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1P(c1ccccc1)c1ccccc1,keep
Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2)c(C)c1,Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2)c(C)c1,keep
Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2)c(C)c1,Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2)c(C)c1,keep
CC(C)(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,CC(C)(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,keep
CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,keep
CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,keep
CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1ccccc1)c1ccccc1,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(c1ccccc1)c1ccccc1,keep
CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1ccccc1)c1ccccc1,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1ccccc1)c1ccccc1,keep
CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(C(C)(C)C)C(C)(C)C,CC(=CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)CP(C(C)(C)C)C(C)(C)C,keep
